precision_d,recall_d,fscore_d,precision_p,recall_p,fscore_p,precision_h,recall_h,fscore_h,precision_s,recall_s,fscore_s,precision_r,recall_r,fscore_r,execution,kernel,c,gamma,characteristic type,characteristic,articulation point,window,label position
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6307,rbf,150,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6308,rbf,150,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6309,rbf,150,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6310,rbf,150,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6311,rbf,200,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6312,rbf,200,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6313,rbf,200,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6314,rbf,200,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6315,rbf,200,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6316,rbf,200,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6317,rbf,200,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6318,rbf,200,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6319,rbf,200,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6320,rbf,200,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6321,rbf,250,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6322,rbf,250,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6323,rbf,250,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6324,rbf,250,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6325,rbf,250,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6326,rbf,250,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6327,rbf,250,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6328,rbf,250,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6329,rbf,250,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6330,rbf,250,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6331,rbf,300,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6332,rbf,300,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6333,rbf,300,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6334,rbf,300,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6335,rbf,300,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6336,rbf,300,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6337,rbf,300,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6338,rbf,300,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6339,rbf,300,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6340,rbf,300,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6341,rbf,350,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6342,rbf,350,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6343,rbf,350,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6344,rbf,350,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6345,rbf,350,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6346,rbf,350,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6347,rbf,350,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6348,rbf,350,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6349,rbf,350,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6350,rbf,350,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6351,rbf,400,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6352,rbf,400,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6353,rbf,400,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6354,rbf,400,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6355,rbf,400,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6356,rbf,400,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6357,rbf,400,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6358,rbf,400,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6359,rbf,400,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6360,rbf,400,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6361,rbf,450,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6362,rbf,450,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6363,rbf,450,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6364,rbf,450,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6365,rbf,450,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6366,rbf,450,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6367,rbf,450,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6368,rbf,450,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6369,rbf,450,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6370,rbf,450,16,escalar,aceleracao,lh,80,meio
94.643,63.284,0.758,27.778,12.821,0.175,0.0,0.0,0.0,47.696,91.847,0.628,0.0,0.0,0.0,6371,rbf,500,0.03125,escalar,aceleracao,lh,80,meio
100.0,28.657,0.445,40.0,12.821,0.194,0.0,0.0,0.0,42.708,98.321,0.595,0.0,0.0,0.0,6372,rbf,500,0.0625,escalar,aceleracao,lh,80,meio
100.0,6.269,0.118,50.0,1.282,0.025,0.0,0.0,0.0,39.319,99.76,0.564,0.0,0.0,0.0,6373,rbf,500,0.125,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,100.0,1.282,0.025,0.0,0.0,0.0,38.611,100.0,0.557,0.0,0.0,0.0,6374,rbf,500,0.25,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6375,rbf,500,0.5,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6376,rbf,500,1,escalar,aceleracao,lh,80,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.575,100.0,0.557,0.0,0.0,0.0,6377,rbf,500,2,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6378,rbf,500,4,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6379,rbf,500,8,escalar,aceleracao,lh,80,meio
30.99,100.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6380,rbf,500,16,escalar,aceleracao,lh,80,meio
97.633,50.0,0.661,34.375,13.924,0.198,0.0,0.0,0.0,45.986,96.163,0.622,0.0,0.0,0.0,6381,rbf,1,0.03125,escalar,aceleracao,lh,90,meio
100.0,18.485,0.312,20.0,2.532,0.045,0.0,0.0,0.0,41.352,99.76,0.585,0.0,0.0,0.0,6382,rbf,1,0.0625,escalar,aceleracao,lh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,6383,rbf,1,0.125,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,6384,rbf,1,0.25,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6385,rbf,1,0.5,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6386,rbf,1,1,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6387,rbf,1,2,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6388,rbf,1,4,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6389,rbf,1,8,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6390,rbf,1,16,escalar,aceleracao,lh,90,meio
97.191,52.424,0.681,27.5,13.924,0.185,0.0,0.0,0.0,45.828,93.525,0.615,0.0,0.0,0.0,6391,rbf,50,0.03125,escalar,aceleracao,lh,90,meio
100.0,19.394,0.325,33.333,3.797,0.068,0.0,0.0,0.0,41.434,99.76,0.586,0.0,0.0,0.0,6392,rbf,50,0.0625,escalar,aceleracao,lh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,6393,rbf,50,0.125,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,6394,rbf,50,0.25,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6395,rbf,50,0.5,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6396,rbf,50,1,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6397,rbf,50,2,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6398,rbf,50,4,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6399,rbf,50,8,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400,rbf,50,16,escalar,aceleracao,lh,90,meio
97.191,52.424,0.681,27.5,13.924,0.185,0.0,0.0,0.0,45.828,93.525,0.615,0.0,0.0,0.0,6401,rbf,100,0.03125,escalar,aceleracao,lh,90,meio
100.0,19.394,0.325,33.333,3.797,0.068,0.0,0.0,0.0,41.434,99.76,0.586,0.0,0.0,0.0,6402,rbf,100,0.0625,escalar,aceleracao,lh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,6403,rbf,100,0.125,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,6404,rbf,100,0.25,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6405,rbf,100,0.5,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6406,rbf,100,1,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6407,rbf,100,2,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6408,rbf,100,4,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6409,rbf,100,8,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410,rbf,100,16,escalar,aceleracao,lh,90,meio
97.191,52.424,0.681,27.5,13.924,0.185,0.0,0.0,0.0,45.828,93.525,0.615,0.0,0.0,0.0,6411,rbf,150,0.03125,escalar,aceleracao,lh,90,meio
100.0,19.394,0.325,33.333,3.797,0.068,0.0,0.0,0.0,41.434,99.76,0.586,0.0,0.0,0.0,6412,rbf,150,0.0625,escalar,aceleracao,lh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,6413,rbf,150,0.125,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,6414,rbf,150,0.25,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6415,rbf,150,0.5,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6416,rbf,150,1,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6417,rbf,150,2,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6418,rbf,150,4,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6419,rbf,150,8,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6420,rbf,150,16,escalar,aceleracao,lh,90,meio
97.191,52.424,0.681,27.5,13.924,0.185,0.0,0.0,0.0,45.828,93.525,0.615,0.0,0.0,0.0,6421,rbf,200,0.03125,escalar,aceleracao,lh,90,meio
100.0,19.394,0.325,33.333,3.797,0.068,0.0,0.0,0.0,41.434,99.76,0.586,0.0,0.0,0.0,6422,rbf,200,0.0625,escalar,aceleracao,lh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,6423,rbf,200,0.125,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,6424,rbf,200,0.25,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6425,rbf,200,0.5,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6426,rbf,200,1,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6427,rbf,200,2,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6428,rbf,200,4,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6429,rbf,200,8,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6430,rbf,200,16,escalar,aceleracao,lh,90,meio
97.191,52.424,0.681,27.5,13.924,0.185,0.0,0.0,0.0,45.828,93.525,0.615,0.0,0.0,0.0,6431,rbf,250,0.03125,escalar,aceleracao,lh,90,meio
100.0,19.394,0.325,33.333,3.797,0.068,0.0,0.0,0.0,41.434,99.76,0.586,0.0,0.0,0.0,6432,rbf,250,0.0625,escalar,aceleracao,lh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,6433,rbf,250,0.125,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,6434,rbf,250,0.25,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6435,rbf,250,0.5,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6436,rbf,250,1,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6437,rbf,250,2,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6438,rbf,250,4,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6439,rbf,250,8,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6440,rbf,250,16,escalar,aceleracao,lh,90,meio
97.191,52.424,0.681,27.5,13.924,0.185,0.0,0.0,0.0,45.828,93.525,0.615,0.0,0.0,0.0,6441,rbf,300,0.03125,escalar,aceleracao,lh,90,meio
100.0,19.394,0.325,33.333,3.797,0.068,0.0,0.0,0.0,41.434,99.76,0.586,0.0,0.0,0.0,6442,rbf,300,0.0625,escalar,aceleracao,lh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,6443,rbf,300,0.125,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,6444,rbf,300,0.25,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6445,rbf,300,0.5,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6446,rbf,300,1,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6447,rbf,300,2,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6448,rbf,300,4,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6449,rbf,300,8,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6450,rbf,300,16,escalar,aceleracao,lh,90,meio
97.191,52.424,0.681,27.5,13.924,0.185,0.0,0.0,0.0,45.828,93.525,0.615,0.0,0.0,0.0,6451,rbf,350,0.03125,escalar,aceleracao,lh,90,meio
100.0,19.394,0.325,33.333,3.797,0.068,0.0,0.0,0.0,41.434,99.76,0.586,0.0,0.0,0.0,6452,rbf,350,0.0625,escalar,aceleracao,lh,90,meio
100.0,1.818,0.036,100.0,2.532,0.049,0.0,0.0,0.0,39.008,100.0,0.561,0.0,0.0,0.0,6453,rbf,350,0.125,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,6454,rbf,350,0.25,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6455,rbf,350,0.5,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6456,rbf,350,1,escalar,aceleracao,lh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,6457,rbf,350,2,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6458,rbf,350,4,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6459,rbf,350,8,escalar,aceleracao,lh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6460,rbf,350,16,escalar,aceleracao,lh,90,meio
